region,week,avg_shipping_delay_days,logistics_issue_flag,issue_reason,delivery_success_rate
Oceania,2010-12-27,4,0,Traffic,0.9409748757077105
Oceania,2011-01-31,2,0,Strike,0.8781922729398742
Oceania,2011-02-28,2,0,Weather,0.8963742086401651
Oceania,2011-03-28,0,0,None,0.8204222928576647
Oceania,2011-04-25,3,0,Traffic,0.8732928732664695
Oceania,2011-05-30,3,0,None,0.9053673812402034
Oceania,2011-06-27,0,0,Weather,0.8017276239620141
Oceania,2011-08-01,2,0,Weather,0.8519645246292903
Oceania,2011-08-29,1,0,None,0.8225229229199197
Oceania,2011-09-26,1,0,Strike,0.9638138010950157
Oceania,2011-10-31,1,0,Traffic,0.9890898909795648
Oceania,2011-11-28,2,0,Strike,0.898398835282386
Oceania,1900-01-01,4,1,Weather,0.8530887053310503
Oceania,2011-05-02,0,0,Weather,0.9819304309976983
Oceania,2011-01-03,1,1,Strike,0.9954566580031613
Oceania,2011-10-03,2,0,Traffic,0.9599890890891591
Oceania,2011-04-04,0,0,Traffic,0.8851668245908699
Oceania,2011-07-04,0,0,Traffic,0.8575891494975861
Oceania,2011-09-05,0,0,Strike,0.9131913378497962
Oceania,2011-12-05,2,0,Strike,0.8158430922720189
Oceania,2011-06-06,2,1,Traffic,0.8106587423914566
Oceania,2011-02-07,0,0,Strike,0.9397772496894025
Oceania,2011-11-07,1,0,Strike,0.8595179751562508
Oceania,2011-03-07,1,0,None,0.9311662018542021
Oceania,2011-08-08,0,0,Traffic,0.8226225370962752
Oceania,2011-05-09,1,0,None,0.967756756962169
Oceania,2011-01-10,1,0,Weather,0.9035035106163897
Oceania,2011-10-10,1,0,Traffic,0.8783068505444903
Oceania,2011-04-11,0,0,Weather,0.8701799001083312
Oceania,2011-07-11,1,0,None,0.8642284613285793
Oceania,2011-09-12,0,0,None,0.8893093686643418
Oceania,2011-12-12,2,1,Strike,0.8661811308948872
Oceania,2012-01-30,4,0,Traffic,0.8182860615902491
Oceania,2012-02-27,1,0,Weather,0.9755377331498372
Oceania,2012-03-26,1,0,Strike,0.9110481798751163
Oceania,2012-04-30,4,0,Traffic,0.8364970315693528
Oceania,2012-05-28,2,0,None,0.8033754763930974
Oceania,2012-06-25,4,0,Weather,0.9264451557354146
Oceania,2012-07-30,0,1,Weather,0.8775623387494388
Oceania,2012-08-27,3,1,Strike,0.8422053466511933
Oceania,2012-10-01,1,0,Strike,0.9817703886541075
Oceania,2012-10-29,1,0,None,0.8703477177100782
Oceania,2012-11-26,0,0,Weather,0.8964002009189258
Oceania,2012-01-02,2,0,Weather,0.8205867619372708
Oceania,2012-04-02,3,0,None,0.8401750543949864
Oceania,2012-07-02,1,1,None,0.8747099156787103
Oceania,2012-09-03,1,0,None,0.8464853481132816
Oceania,2012-12-03,1,0,None,0.8891845682733339
Oceania,2012-06-04,3,0,Weather,0.9414166199052202
Oceania,2012-03-05,4,0,Strike,0.9527220968409349
Oceania,2012-11-05,1,0,Strike,0.9522821340371679
Oceania,2012-02-06,0,0,Traffic,0.8020298999133425
Oceania,2012-08-06,4,0,None,0.8861419027482718
Oceania,2012-05-07,3,0,Traffic,0.9859856425008863
Oceania,2012-10-08,3,0,Weather,0.9075457081437626
Oceania,2012-01-09,3,0,Traffic,0.8174744268451085
Oceania,2012-04-09,1,0,None,0.9433998815986713
Oceania,2012-07-09,3,0,Strike,0.9954070868040606
Oceania,2012-09-10,0,0,None,0.9596187763542336
Oceania,2012-12-10,3,0,Strike,0.9439977704662468
Oceania,2012-06-11,0,0,Strike,0.9153363755906159
Oceania,2012-03-12,4,0,Weather,0.9686365257325915
Oceania,2012-11-12,3,0,Strike,0.8163847132013053
Oceania,2012-12-31,0,0,Weather,0.9356500231781939
Oceania,2013-01-28,3,0,Strike,0.9966529546565213
Oceania,2013-02-25,0,0,Weather,0.8517331291838923
Oceania,2013-04-01,1,0,None,0.9676824970789415
Oceania,2013-04-29,4,1,Traffic,0.9636559114575222
Oceania,2013-05-27,4,0,Weather,0.9073891221746793
Oceania,2013-07-01,0,0,Traffic,0.8109789656126829
Oceania,2013-07-29,2,0,None,0.8961454705308283
Oceania,2013-08-26,1,0,None,0.9192607413257146
Oceania,2013-09-30,3,0,Traffic,0.8470897713593356
Oceania,2013-10-28,3,0,None,0.8142001967705893
Oceania,2013-11-25,4,0,Traffic,0.8311235731593453
Oceania,2013-09-02,0,0,Weather,0.856091579755864
Oceania,2013-12-02,3,0,Strike,0.9103053396289605
Oceania,2013-06-03,1,0,None,0.8861330798450491
Oceania,2013-02-04,1,0,Traffic,0.9762406980861942
Oceania,2013-03-04,3,1,Strike,0.9354606413904794
Oceania,2013-11-04,0,0,Traffic,0.9757128337427612
Oceania,2013-08-05,2,0,Weather,0.9465901465986266
Oceania,2013-05-06,1,0,Traffic,0.8923312292257233
Oceania,2013-01-07,4,0,Strike,0.8200623757022065
Oceania,2013-10-07,1,0,Traffic,0.9327848662248314
Oceania,2013-04-08,1,0,Traffic,0.8434692510256852
Oceania,2013-07-08,4,0,Weather,0.8928168401533843
Oceania,2013-09-09,2,0,Weather,0.9237939230940503
Oceania,2013-12-09,1,0,Weather,0.8682667453928972
Oceania,2013-06-10,2,0,None,0.9752774057717992
Oceania,2013-02-11,0,0,None,0.8246554699848888
Oceania,2013-11-11,3,1,Traffic,0.9366335896359246
Oceania,2013-03-11,2,0,None,0.9296869386140039
Oceania,2013-08-12,3,0,None,0.8769576247898215
Oceania,2013-12-30,0,1,None,0.8771769726829804
Oceania,2014-01-27,4,0,Strike,0.8431927688607602
Oceania,2014-02-24,1,0,Weather,0.8747190256862645
Oceania,2014-03-31,3,0,Strike,0.8647675879168643
Oceania,2014-04-28,3,0,None,0.870012083368123
Oceania,2014-05-26,4,0,Weather,0.8195324130488053
Oceania,2014-06-30,1,0,Traffic,0.9400809987856472
Oceania,2014-07-28,1,0,Weather,0.930478729708321
Oceania,2014-09-01,0,0,None,0.8073464960849025
Oceania,2014-09-29,1,0,Strike,0.878845049786689
Oceania,2014-10-27,3,0,None,0.9924091993678731
Oceania,2014-12-01,1,0,Strike,0.8293634038097661
Oceania,2014-06-02,2,1,Traffic,0.9732165546204234
Oceania,2014-02-03,0,0,Strike,0.9501104926634754
Oceania,2014-03-03,3,0,None,0.9418482981870305
Oceania,2014-11-03,4,0,None,0.9143938664187283
Oceania,2014-08-04,3,0,Traffic,0.9953220589818247
Oceania,2014-05-05,2,0,Strike,0.8509065789137069
Oceania,2014-01-06,3,0,Traffic,0.8728816776419381
Oceania,2014-10-06,4,0,None,0.8445606556290246
Oceania,2014-04-07,1,0,Strike,0.904928842006605
Oceania,2014-07-07,1,0,Weather,0.8704937302852156
Oceania,2014-09-08,4,0,Strike,0.8194146517013075
Oceania,2014-12-08,0,0,Weather,0.8060203517382236
Oceania,2014-06-09,3,0,Traffic,0.8851895878221645
Oceania,2014-02-10,4,0,Traffic,0.9066902138566982
Oceania,2014-03-10,0,1,Weather,0.8567314956732829
Oceania,2014-11-10,1,1,None,0.8876019998715394
Oceania,2014-08-11,1,0,None,0.8719269143008556
Oceania,2014-05-12,1,0,Weather,0.9014152372926706
EMEA,2010-12-27,2,0,Strike,0.9725421091006305
EMEA,2011-01-31,1,0,Weather,0.9999257410185711
EMEA,2011-02-28,4,0,Strike,0.8245101678266439
EMEA,2011-03-28,0,0,Traffic,0.8704877550020806
EMEA,2011-04-25,1,1,Traffic,0.9917645071584446
EMEA,2011-05-30,3,0,None,0.8666190215151419
EMEA,2011-06-27,1,0,None,0.8915783789599636
EMEA,2011-08-01,0,0,None,0.9764772595052498
EMEA,2011-08-29,3,0,Weather,0.9234672906444724
EMEA,2011-09-26,2,0,Weather,0.943620557099486
EMEA,2011-10-31,3,0,None,0.9791526599881432
EMEA,2011-11-28,1,0,Weather,0.8750803786564112
EMEA,1900-01-01,3,0,Weather,0.8246539942711423
EMEA,2011-05-02,1,0,Traffic,0.8766689821695234
EMEA,2011-01-03,3,0,Traffic,0.9807370627484039
EMEA,2011-10-03,3,0,None,0.8713500784920883
EMEA,2011-04-04,2,0,Weather,0.9609277991331567
EMEA,2011-07-04,4,0,None,0.8047112103727824
EMEA,2011-09-05,3,1,Strike,0.8478101066157544
EMEA,2011-12-05,4,0,None,0.8763281415261581
EMEA,2011-06-06,2,0,Strike,0.9404578608985089
EMEA,2011-02-07,3,0,Weather,0.93394294792934
EMEA,2011-11-07,2,0,Traffic,0.8739044697397051
EMEA,2011-03-07,0,0,Weather,0.9757541801892254
EMEA,2011-08-08,2,1,None,0.8370209890574214
EMEA,2011-05-09,0,0,None,0.9010302294579134
EMEA,2011-01-10,0,0,Weather,0.9923686148616438
EMEA,2011-10-10,0,0,None,0.8837721456229316
EMEA,2011-04-11,1,0,None,0.9036029050190243
EMEA,2011-07-11,0,0,Strike,0.8511745140139878
EMEA,2011-09-12,4,0,Strike,0.9147298654601586
EMEA,2011-12-12,3,0,Traffic,0.8341565109785365
EMEA,2012-01-30,0,0,Weather,0.860224122033575
EMEA,2012-02-27,3,0,Strike,0.818311666030827
EMEA,2012-03-26,3,1,Traffic,0.9824300223450448
EMEA,2012-04-30,0,0,Strike,0.9242693439000301
EMEA,2012-05-28,3,0,None,0.9469143440393034
EMEA,2012-06-25,0,1,Strike,0.9188199927597914
EMEA,2012-07-30,2,1,None,0.8253702502497506
EMEA,2012-08-27,2,0,Weather,0.8882757307088271
EMEA,2012-10-01,3,0,Weather,0.9828117959600874
EMEA,2012-10-29,1,0,None,0.8750512961458367
EMEA,2012-11-26,1,0,Weather,0.8774451870084531
EMEA,2012-01-02,1,0,Strike,0.9221237382077418
EMEA,2012-04-02,4,0,Weather,0.8173358440376612
EMEA,2012-07-02,0,0,Strike,0.9145693440672078
EMEA,2012-09-03,3,0,None,0.9771796949146291
EMEA,2012-12-03,3,0,Weather,0.928375667696883
EMEA,2012-06-04,1,0,Traffic,0.9651864718209917
EMEA,2012-03-05,1,0,None,0.9729475823366598
EMEA,2012-11-05,3,1,Strike,0.9767374369680375
EMEA,2012-02-06,1,0,Weather,0.8717278620780614
EMEA,2012-08-06,1,0,Weather,0.9784445380789393
EMEA,2012-05-07,2,1,Strike,0.9717760325700174
EMEA,2012-10-08,1,0,Traffic,0.9169417980974489
EMEA,2012-01-09,3,0,Strike,0.9702832661587968
EMEA,2012-04-09,4,0,Strike,0.9062946798894921
EMEA,2012-07-09,0,0,Strike,0.9517466935951412
EMEA,2012-09-10,2,1,Traffic,0.9867142841303198
EMEA,2012-12-10,4,0,Weather,0.8491509159629096
EMEA,2012-06-11,3,0,Strike,0.9688273600421948
EMEA,2012-03-12,3,0,Weather,0.9077287374700514
EMEA,2012-11-12,2,0,Weather,0.94525538310232
EMEA,2012-12-31,1,0,Strike,0.886020293724216
EMEA,2013-01-28,1,0,Weather,0.8142836802742407
EMEA,2013-02-25,4,0,Weather,0.8626759550834151
EMEA,2013-04-01,1,0,None,0.8108661808560046
EMEA,2013-04-29,2,0,Weather,0.9331651537606216
EMEA,2013-05-27,1,0,Strike,0.9301806725217251
EMEA,2013-07-01,4,0,Strike,0.840779659857244
EMEA,2013-07-29,2,0,None,0.8414886446847811
EMEA,2013-08-26,2,0,Strike,0.8625180971763473
EMEA,2013-09-30,1,0,Strike,0.9880687710722461
EMEA,2013-10-28,2,0,Weather,0.9297560530735373
EMEA,2013-11-25,2,0,Weather,0.8670270200111964
EMEA,2013-09-02,3,0,Weather,0.9157474267121197
EMEA,2013-12-02,4,0,Weather,0.8499280130560221
EMEA,2013-06-03,3,0,Strike,0.8435414142088445
EMEA,2013-02-04,2,0,Strike,0.8565667608025896
EMEA,2013-03-04,0,1,Traffic,0.9772831083438721
EMEA,2013-11-04,2,0,Weather,0.9872625369448476
EMEA,2013-08-05,1,1,Traffic,0.9980291907753699
EMEA,2013-05-06,1,0,Strike,0.9431390139318608
EMEA,2013-01-07,0,0,Traffic,0.9624598060988181
EMEA,2013-10-07,2,1,Strike,0.9471070226850337
EMEA,2013-04-08,1,0,None,0.921981561693266
EMEA,2013-07-08,3,0,Weather,0.9496480216752342
EMEA,2013-09-09,2,0,Weather,0.9484535045033085
EMEA,2013-12-09,2,0,Weather,0.9744812532866459
EMEA,2013-06-10,4,0,Traffic,0.9262055083411542
EMEA,2013-02-11,3,0,Traffic,0.8602974976647301
EMEA,2013-11-11,0,0,Weather,0.8207453913859315
EMEA,2013-03-11,4,1,Weather,0.8717487797935723
EMEA,2013-08-12,1,0,Traffic,0.9503512813344136
EMEA,2013-12-30,4,0,None,0.9851682512778874
EMEA,2014-01-27,4,0,Weather,0.8158443500739432
EMEA,2014-02-24,4,1,Traffic,0.8442918630007692
EMEA,2014-03-31,0,0,None,0.8989995928387655
EMEA,2014-04-28,2,1,Traffic,0.8456039180295215
EMEA,2014-05-26,4,0,Traffic,0.8835910376685153
EMEA,2014-06-30,0,0,Strike,0.8223061509540006
EMEA,2014-07-28,2,0,Strike,0.8983205427838258
EMEA,2014-09-01,0,0,Traffic,0.9050897587345599
EMEA,2014-09-29,3,0,Strike,0.9953886029596898
EMEA,2014-10-27,3,0,Traffic,0.8455105514070107
EMEA,2014-12-01,1,0,Traffic,0.9440312863045948
EMEA,2014-06-02,4,0,Weather,0.9848122412623197
EMEA,2014-02-03,2,0,None,0.9235161889883399
EMEA,2014-03-03,4,0,None,0.9019071575335169
EMEA,2014-11-03,4,0,Traffic,0.9433750805231311
EMEA,2014-08-04,1,0,Strike,0.8273692234950993
EMEA,2014-05-05,1,0,Weather,0.9208990389309708
EMEA,2014-01-06,4,0,Strike,0.9127434932350843
EMEA,2014-10-06,2,0,Traffic,0.9159060020497432
EMEA,2014-04-07,4,0,Traffic,0.973995765244077
EMEA,2014-07-07,2,1,None,0.9131483905055721
EMEA,2014-09-08,3,0,None,0.8370709795899925
EMEA,2014-12-08,4,0,None,0.9654807721167308
EMEA,2014-06-09,1,1,None,0.9004167295897676
EMEA,2014-02-10,0,1,Traffic,0.8338286830314621
EMEA,2014-03-10,3,0,None,0.9264513985792969
EMEA,2014-11-10,2,0,Strike,0.9347841215794769
EMEA,2014-08-11,1,0,Strike,0.954575460436161
EMEA,2014-05-12,1,0,Strike,0.9632910392161845
North,2010-12-27,3,0,None,0.9845960035397338
North,2011-01-31,2,0,Traffic,0.9624767496733692
North,2011-02-28,3,0,Traffic,0.8361007152191499
North,2011-03-28,3,0,Strike,0.9251454099656787
North,2011-04-25,3,1,Traffic,0.8706848212733483
North,2011-05-30,2,0,Strike,0.9878717906450749
North,2011-06-27,1,0,Weather,0.8881096057632034
North,2011-08-01,4,1,Strike,0.927035331992849
North,2011-08-29,3,0,Weather,0.9589387342827355
North,2011-09-26,2,0,Weather,0.9022098680424586
North,2011-10-31,2,0,Weather,0.8049513358513614
North,2011-11-28,4,0,Strike,0.8378849475283634
North,1900-01-01,1,0,Traffic,0.9554822982688693
North,2011-05-02,2,0,Weather,0.9888537313841865
North,2011-01-03,3,0,Weather,0.8093401503078751
North,2011-10-03,2,1,None,0.854074858243027
North,2011-04-04,3,1,Strike,0.9659038530491515
North,2011-07-04,4,0,Strike,0.9782559347039984
North,2011-09-05,2,0,Traffic,0.9335652177622239
North,2011-12-05,4,1,None,0.958674221774504
North,2011-06-06,1,0,Strike,0.9740562741660115
North,2011-02-07,2,0,Weather,0.9519150911028577
North,2011-11-07,4,0,Traffic,0.9644037898701762
North,2011-03-07,3,1,Strike,0.8785054624156411
North,2011-08-08,0,0,Traffic,0.8749183122124626
North,2011-05-09,2,0,Traffic,0.9494408245343122
North,2011-01-10,1,1,Strike,0.9249751556065597
North,2011-10-10,0,0,Weather,0.8421736759825664
North,2011-04-11,4,0,None,0.8896815221238062
North,2011-07-11,1,0,None,0.8746813330545853
North,2011-09-12,0,0,Weather,0.9160999932488201
North,2011-12-12,1,0,Traffic,0.8882951175666943
North,2012-01-30,3,1,Traffic,0.8444469020073402
North,2012-02-27,2,0,Weather,0.9492623006133999
North,2012-03-26,4,0,Weather,0.9679290298052781
North,2012-04-30,3,0,None,0.8718572882536545
North,2012-05-28,4,0,Strike,0.960136703767153
North,2012-06-25,4,0,Strike,0.8553043097971185
North,2012-07-30,1,1,Strike,0.9088060722457203
North,2012-08-27,2,0,Strike,0.8675985473502433
North,2012-10-01,0,0,None,0.8740282339907621
North,2012-10-29,1,0,Weather,0.8317030110089916
North,2012-11-26,2,0,Traffic,0.8494224834982863
North,2012-01-02,2,0,None,0.9214801589979221
North,2012-04-02,4,0,Strike,0.8435497109094683
North,2012-07-02,3,0,Weather,0.9337309609088105
North,2012-09-03,0,0,Strike,0.8107539066514905
North,2012-12-03,1,0,Weather,0.8972033561852666
North,2012-06-04,0,1,Strike,0.8467260058344286
North,2012-03-05,4,0,Strike,0.8780608300930063
North,2012-11-05,1,0,Strike,0.8999601028791298
North,2012-02-06,0,0,Strike,0.9931910479656221
North,2012-08-06,2,0,None,0.9677839142326723
North,2012-05-07,2,1,Weather,0.9132978599736934
North,2012-10-08,0,0,None,0.8345325242707577
North,2012-01-09,1,0,Weather,0.917026411672055
North,2012-04-09,1,0,None,0.941105371455199
North,2012-07-09,4,0,Traffic,0.8932229930714335
North,2012-09-10,3,0,None,0.9011298096371344
North,2012-12-10,3,0,Weather,0.8841687869225711
North,2012-06-11,1,0,Weather,0.8724951352122444
North,2012-03-12,1,0,None,0.8893217107262712
North,2012-11-12,1,0,Traffic,0.8812737004791722
North,2012-12-31,4,0,Strike,0.9196937719651236
North,2013-01-28,1,0,Strike,0.9717547528386131
North,2013-02-25,0,0,Strike,0.967857719064235
North,2013-04-01,1,1,Weather,0.8863525354308741
North,2013-04-29,1,0,Strike,0.8851909146997977
North,2013-05-27,3,0,Traffic,0.9988008993146119
North,2013-07-01,2,0,Weather,0.9734846154091625
North,2013-07-29,1,0,Weather,0.9415780139756509
North,2013-08-26,0,0,Weather,0.8618299749776691
North,2013-09-30,4,1,Traffic,0.9283870952251838
North,2013-10-28,3,0,Traffic,0.8644117103363164
North,2013-11-25,2,0,Traffic,0.9921098472828953
North,2013-09-02,4,1,Weather,0.9116671729309703
North,2013-12-02,2,0,Traffic,0.8107318145800396
North,2013-06-03,2,1,None,0.9853038329896643
North,2013-02-04,4,0,None,0.990843589728392
North,2013-03-04,3,0,Strike,0.8843247199108186
North,2013-11-04,2,0,None,0.9410576199289963
North,2013-08-05,3,1,None,0.8908863756688945
North,2013-05-06,0,0,Weather,0.9113260935664788
North,2013-01-07,3,0,None,0.8437583980826383
North,2013-10-07,4,0,None,0.8571325692515931
North,2013-04-08,0,0,None,0.9135315200711178
North,2013-07-08,4,1,Traffic,0.9254591482362924
North,2013-09-09,3,0,Traffic,0.90808608509562
North,2013-12-09,3,0,Weather,0.8579152961571176
North,2013-06-10,1,0,Weather,0.8616800985177545
North,2013-02-11,4,0,Traffic,0.860562134878188
North,2013-11-11,4,0,Weather,0.8284211899799179
North,2013-03-11,4,0,Weather,0.8984143309385909
North,2013-08-12,1,0,Strike,0.8862916438736291
North,2013-12-30,0,0,Strike,0.9275214208644786
North,2014-01-27,1,0,Weather,0.9268722067470395
North,2014-02-24,4,0,Strike,0.8076952198287458
North,2014-03-31,4,0,None,0.9193994370684492
North,2014-04-28,1,0,Strike,0.8906860884183521
North,2014-05-26,1,0,Strike,0.9493421584917564
North,2014-06-30,1,0,Strike,0.8225764798248498
North,2014-07-28,1,0,Weather,0.9246890292558136
North,2014-09-01,3,0,None,0.8624974034335207
North,2014-09-29,0,1,Strike,0.8323963131087815
North,2014-10-27,4,0,None,0.9177827590529906
North,2014-12-01,1,0,Weather,0.9116466411717327
North,2014-06-02,4,0,Traffic,0.8654238195061343
North,2014-02-03,3,1,Traffic,0.8335058062677279
North,2014-03-03,2,0,Weather,0.9208928979773315
North,2014-11-03,0,0,None,0.8998689380221007
North,2014-08-04,1,0,Traffic,0.8840827782713766
North,2014-05-05,0,0,Weather,0.9162869779791385
North,2014-01-06,4,0,Traffic,0.9669158746013103
North,2014-10-06,0,0,None,0.9277857990900862
North,2014-04-07,3,0,Weather,0.950733179532958
North,2014-07-07,1,0,Strike,0.8465437088753551
North,2014-09-08,0,0,None,0.8380730111583322
North,2014-12-08,1,0,None,0.9249608499693648
North,2014-06-09,1,1,Weather,0.8722908387255389
North,2014-02-10,3,0,Weather,0.9976654321408195
North,2014-03-10,2,0,Weather,0.9891339151392143
North,2014-11-10,2,0,Weather,0.9966246781346523
North,2014-08-11,4,1,Strike,0.9796796729832712
North,2014-05-12,1,0,Weather,0.8062647895559036
Canada,2010-12-27,2,0,Strike,0.9826618555346828
Canada,2011-01-31,1,0,None,0.8635419559871976
Canada,2011-02-28,4,1,Weather,0.8904256969297843
Canada,2011-03-28,4,0,None,0.9196345708539492
Canada,2011-04-25,0,0,Weather,0.9326202326893468
Canada,2011-05-30,0,0,None,0.8306389660438317
Canada,2011-06-27,4,0,Traffic,0.9785641464064976
